record_id,account_name,account_type,sourcing_stream,buyer_lane,geography,niche_tags,current_signal,signal_date,likely_need_hypothesis,front_door_offer,scope_module,relationship_path,budget_or_procurement_evidence,capability_fit_score,current_need_score,budget_path_score,relationship_path_score,delivery_fit_score,total_fit_score,lifecycle_status,outreach_authorized,owner,next_local_step,next_review_date,source_ids,source_urls,access_date,caveats
"OSB-011","RTI International","ESTABLISHED_PRIME","CONSULTANT_AND_PRIME_PARTNER","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","United States; Texas work to verify","TRAINING_AND_TECHNICAL_ASSISTANCE;WORKFORCE;GRANTEE_SUPPORT;COHORT_LOGISTICS","RTI documented large PREP and SRAE grantee technical-assistance cohorts on 2025-06-17 and states that its small-business program seeks suppliers early in business-development and proposal phases.","2025-06-17","HYPOTHESIS TO TEST: a specific grantee cohort or pursuit may need session logistics, compliance calendars, partner follow-up, and records or document QA.","Proposal & Program Operations Support","PROGRAM_LAUNCH_COMPLIANCE","RTI operates a formal supplier gateway and small-business program; no registration is authorized.","Active technical-assistance delivery and a supplier process are evidenced; no Texas-specific package or budget is shown.","2","1","1","2","1","7","RESEARCH_TARGET","NO","UNASSIGNED","Map active task orders to Texas/community fieldwork and inspect current supplier opportunities for a bounded nontechnical package.","2026-07-26","OS18","https://www.rti.org/insights/individual-training-technical-assistance-community-impact;https://www.rti.org/small-business-opportunities;https://www.rti.org/workforce-development","2026-07-12","Current visible supplier opportunities are mostly overseas or technical. Supplier access does not prove a work package or selection."
"OSB-012","Freese and Nichols","ESTABLISHED_PRIME","CONSULTANT_AND_PRIME_PARTNER","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Fort Worth and North Texas","STAKEHOLDER_ENGAGEMENT;PROJECT_COORDINATION;PUBLIC_MEETINGS;DOCUMENT_CONTROL","NCTCOG identified Freese and Nichols as an active consultant on a transportation and stormwater infrastructure study continuing through fall 2026, with public project-update and breakout meetings.","2026-03-03","HYPOTHESIS TO TEST: a future named planning task may need stakeholder-meeting logistics, agenda/action/records control, deliverable tracking, and public-comment evidence files.","Proposal & Program Operations Support","PROGRAM_LAUNCH_COMPLIANCE","A public company channel and historic TxDOT mentor-program participation are visible; no current supplier route or warm path is verified.","NCTCOG records show active consultant work and a prior award up to $975,000; no unassigned work package or budget is evidenced.","2","1","2","1","1","7","RESEARCH_TARGET","NO","UNASSIGNED","Inspect the public SOW and contract to determine assigned roles; monitor future engagement task orders and keep all engineering authority outside scope.","2026-07-26","OS19","https://www.nctcog.org/getContentAsset/97b375d7-3099-4b45-8f09-82eb3b53a4ce/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Watershed-Stakeholders-Pres-3-3-26.pdf?language=en-US;https://www.nctcog.org/getmedia/e5c741e6-16a3-42b7-a563-b6b0af37082d/2024-04-COMPLETE-Agenda.pdf?ext=.pdf;https://www.freese.com/news/freese-and-nichols-selected-as-txdot-drive-program-mentor/","2026-07-12","The active project may be fully staffed. Engineering, technical analysis, and material field burden remain outside Wellridge-owned scope."
"OSB-013","CCS Fundraising","CONSULTANT_PARTNER","CONSULTANT_AND_PRIME_PARTNER","NONPROFIT_FUNDING_AND_PROPOSAL","Dallas-Fort Worth and Texas","FUNDRAISING;CAMPAIGNS;NONPROFIT_CONSULTING;PROPOSAL_PRODUCTION","A Dallas Regional Chamber profile dated 2026-06-29 described 40 Texas clients in 2025 and a Dallas office; CCS currently lists a DFW consultant opening.","2026-06-29","HYPOTHESIS TO TEST: a peak-workload client project might need white-label government or foundation proposal compliance and production separate from donor and campaign counsel.","Proposal & Program Operations Support","PROPOSAL_SPRINT","A public company channel and Dallas Regional Chamber presence are visible; no supplier, referral, or warm path is verified.","A mature Texas client base and active hiring are visible; no outsourcing budget or partner request is evidenced.","1","1","1","1","2","6","HOLD","NO","UNASSIGNED","Map institutional-giving and proposal capabilities, service overlap, client-conflict rules, and any ethical relationship path before a partner-fit review.","2026-07-26","OS20","https://www.dallaschamber.org/blog/member-spotlight-ccs-fundraising/;https://www.ccsfundraising.com/about-us/current-job-openings/;https://www.ccsfundraising.com/capabilities/","2026-07-12","Significant overlap and in-house hiring point toward internal delivery. Do not prioritize without a specific complementary capacity gap."
"OSB-014","City of Dallas — Eviction Advocacy Program re-solicitation","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Dallas, Texas","HOUSING_STABILITY;PROGRAM_ADMINISTRATION;LEGAL_SERVICES_PARTNER;REPORTING","Dallas City Council authorized rejection of prior proposals and re-advertisement with revised service requirements, capacity expectations, and performance measures on 2026-06-24.","2026-06-24","HYPOTHESIS TO TEST: a revised procurement may separate implementation planning, compliance calendars, partner coordination, deliverable tracking, or aggregate reporting from legal advocacy.","Proposal & Program Operations Support","PROGRAM_LAUNCH_COMPLIANCE","A public re-procurement route is evidenced; no warm path is verified and the revised solicitation is not yet posted.","A prior one-year contract structure with a renewal option is described; the budget is not disclosed.","1","2","1","1","1","6","WATCH_ACCOUNT","NO","UNASSIGNED","Monitor the Dallas solicitation portal, retrieve the revised packet, resolve the identifier conflict, and determine whether administration is separable from legal services.","2026-07-17","OS21","https://cityofdallas.legistar.com/LegislationDetail.aspx?G=FA9AD36F-9FB5-4633-8A99-4487E4A1114C&GUID=1718059D-164C-4426-B14F-9586218B5F92&ID=8069729&Options=&Search=;https://dallascityhall.com/government/citymanager/Documents/FY25-26%20Memos/Council%20Memos_06182026.pdf","2026-07-12","Official records conflict between BEZ26-00029663 and BEZ25-00029663. Eviction law, tenant representation, housing counseling, and direct advocacy require qualified owners."
"OSB-015","Texas Education Agency — 2026–2028 Local Accountability Plan Grant awardee watch","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Texas; North Texas awardees to identify","EDUCATION_ACCOUNTABILITY;STAKEHOLDER_ENGAGEMENT;SYSTEMS_DEVELOPMENT;REPORTING","TEA announced the grant in May 2026; applications closed 2026-06-26 and the project period begins 2026-07-29 with funded planning, engagement, systems, implementation, and reporting.","2026-05-07","HYPOTHESIS TO TEST: named North Texas awardees may need bounded workplans, engagement operations, calendars, meeting logistics, document control, and reporting coordination.","Proposal & Program Operations Support","PROGRAM_LAUNCH_COMPLIANCE","TEA provides a public grant and award route; no awardee, buyer, or warm path is yet identified.","Approximately $5 million across about 20 awards and an expected $250,000 per school system are described; this is program funding, not Wellridge contract value.","2","1","2","1","2","8","WATCH_ACCOUNT","NO","UNASSIGNED","Monitor the award notice after July 29, identify North Texas recipients, and verify whether cash funds permit outside implementation support.","2026-07-30","OS22","https://tea.texas.gov/taa-letters/local-accountability-plan-grant","2026-07-12","Accountability-model design, statistical validity, and education-data authority require qualified specialists. No named buyer or outside-support need exists yet."
"OSB-016","Tarrant County — FY27 Community Outreach Fund awardee watch","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Tarrant County, Texas","BEHAVIORAL_HEALTH;SUBSTANCE_RECOVERY;HUMAN_SERVICES;GRANT_REPORTING","Tarrant County announced a $970,000 FY27 fund on 2026-05-18; prequalification closed May 29, invitations were scheduled June 10, and the grant term begins 2026-10-01.","2026-05-18","HYPOTHESIS TO TEST: named awardees may need award setup, implementation workplans, compliance and reporting calendars, evidence files, and aggregate performance tracking.","Proposal & Program Operations Support","PROGRAM_LAUNCH_COMPLIANCE","The county grant process is public; direct entry is closed and no awardee or warm path is identified.","The $970,000 pool includes about $670,000 for substance-recovery-adjacent work and $300,000 for broader human services; payments are monthly reimbursements after approved invoices.","2","1","2","1","2","8","WATCH_ACCOUNT","NO","UNASSIGNED","Monitor Commissioners Court packets for award approvals and convert named recipients into nonprofit-direct research records.","2026-08-01","OS23","https://www.tarrantcountytx.gov/content/main/en/news/2026/tarrant-county-grant-risk-assessment-community-outreach-fund---f.html","2026-07-12","Grant-pool figures are not Wellridge revenue. Clinical care, case management, treatment decisions, and licensed services remain partner-owned or prohibited."
"OSB-017","City of Dallas — FY2026–27 HUD Consolidated Plan","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Dallas, Texas","HUD_PROGRAMS;SUBRECIPIENT_COORDINATION;PUBLIC_ENGAGEMENT;REPORTING","Dallas approved the final FY2026–27 HUD Consolidated Plan budget on 2026-06-24.","2026-06-24","HYPOTHESIS TO TEST: named subrecipients or future procurements may need bounded grant-operating systems, calendars, coordination, document control, engagement logistics, or aggregate reporting support.","Proposal & Program Operations Support","PROGRAM_LAUNCH_COMPLIANCE","City legislation and future procurement routes are public; no named buyer, subrecipient gap, or warm path is established.","The adopted plan totals approximately $30.46 million across CDBG, HOME, ESG, HOPWA, and program income; these are program funds, not a Wellridge contract ceiling.","2","1","2","1","1","7","WATCH_ACCOUNT","NO","UNASSIGNED","Review Schedule A for named subrecipients and competitive procurements; separate funded operators from program totals and verify current gaps.","2026-07-19","OS24","https://cityofdallas.legistar.com/LegislationDetail.aspx?G=FA9AD36F-9FB5-4633-8A99-4487E4A1114C&GUID=D6A758BF-0441-4AB2-BD78-7014BA9E76D8&ID=8069199&Options=&Search=","2026-07-12","HUD compliance interpretation, housing development, legal services, direct homeless or HIV services, and clinical decisions require qualified owners."
"OSB-018","Texas Tech University Health Sciences Center — Collaborative Care Model 739-SL3794313","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Texas","BEHAVIORAL_HEALTH;COLLABORATIVE_CARE;TRAINING;CLINICAL_IMPLEMENTATION","Texas SmartBuy shows the solicitation posted 2026-06-10, modified by addendum 2026-07-02, and due 2026-07-16 at 4:30 p.m.","2026-06-10","HYPOTHESIS TO TEST: future team-only work could include nonclinical implementation planning, training logistics, workflow documentation, meeting cadence, and reporting control under a qualified clinical lead.","NO_FIT_CURRENT_EVIDENCE","FUTURE_CONDITIONAL_PROGRAM_LAUNCH_COMPLIANCE","A public solicitation route exists; no relationship, formed bidder, qualified clinical lead, or partner structure is established.","No ceiling is disclosed in the public notice.","1","2","1","0","0","4","DISQUALIFIED","NO","UNASSIGNED","Archive the current solicitation after the deadline and retain it only as an archetype for identifying qualified clinical-implementation primes.","2026-07-17","OS25","https://www.txsmartbuy.gov/esbd/739-SL3794313","2026-07-12","Compressed timing, clinical centrality, formation/readiness gaps, and no partner structure make the current direct bid unsuitable. No clinical judgment or treatment-protocol ownership."
"OSB-019","Texas HHSC — Enrollment Broker Operations HHS0016867","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Texas","ENROLLMENT;CLIENT_OUTREACH;PROGRAM_OPERATIONS;DATA_SECURITY","The HHSC procurement forecast dated 2026-07-10 lists an estimated July 2026 RFP for statewide enrollment-broker operations.","2026-07-10","HYPOTHESIS TO TEST: the eventual prime may have a bounded outreach-production, implementation-documentation, stakeholder-calendar, or reporting-QA package.","NO_FIT_CURRENT_EVIDENCE","FUTURE_CONDITIONAL_PROGRAM_LAUNCH_COMPLIANCE","A public forecast and future ESBD route are evidenced; no prime, warm path, or supplier request is identified.","The forecast covers major procurements of $5 million or more; that threshold is not this contract's disclosed ceiling or guaranteed value.","1","2","1","0","0","4","WATCH_ACCOUNT","NO","UNASSIGNED","Monitor ESBD for the controlling RFP and identify the eventual prime or teaming structure without assuming a direct Wellridge role.","2026-07-17","OS26","https://apps.hhs.texas.gov/procurement-calendar/procurement-forecast.pdf","2026-07-12","Call-center operations, enrollment systems, fund management, data security, and statewide delivery are outside launch capacity. Direct bid posture is NO-BID."
"OSB-020","Texas DSHS — Ryan White/HOPWA Administrative Agency East Texas HHS0016961","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","East Texas","HIV_PROGRAMS;GRANT_ADMINISTRATION;SUBRECIPIENTS;REPORTING","The HHS procurement forecast dated 2026-07-10 lists an estimated July 2026 RFA to administer funds and select service subcontractors.","2026-07-10","HYPOTHESIS TO TEST: an experienced HIV administrative entity may need bounded compliance calendars, subrecipient document control, reporting coordination, or partner-convening support.","Proposal & Program Operations Support","PROGRAM_LAUNCH_COMPLIANCE","A public forecast and future RFA route are evidenced; no eligible lead, warm path, or supplier request is identified.","The entry does not disclose an award amount; the forecast's general major-grant threshold is not an opportunity ceiling.","1","2","1","1","1","6","WATCH_ACCOUNT","NO","UNASSIGNED","Monitor the RFA, test eligibility and geography, identify the qualified HIV-program owner, and isolate any bounded back-office package.","2026-07-17","OS26","https://apps.hhs.texas.gov/procurement-calendar/procurement-forecast.pdf","2026-07-12","HIV program leadership, clinical/provider oversight, eligibility, and direct services require qualified owners. Team-only or hold until the controlling RFA is reviewed."
"OSB-021","Texas DFPS — Community-Based Care Regions 7A/7B HHS0016842","AGENCY_WATCH","SELECTIVE_AGENCY_WATCH","PUBLIC_SECTOR_PROPOSAL_AND_PROGRAM_OPERATIONS","Central Texas and Capital Area","CHILD_WELFARE;NETWORK_DEVELOPMENT;COMMUNITY_ENGAGEMENT;REPORTING","The HHS procurement forecast dated 2026-07-10 lists an updated September 2026 RFA for a Single Source Continuum Contractor; DFPS confirms Regions 7A and 7B are not yet implemented.","2026-07-10","HYPOTHESIS TO TEST: the eventual SSCC may have a bounded network-administration, engagement-logistics, implementation-workplan, partner-coordination, or document-control package.","NO_FIT_CURRENT_EVIDENCE","FUTURE_CONDITIONAL_PROGRAM_LAUNCH_COMPLIANCE","A public forecast and future RFA route are evidenced; no SSCC, warm path, or supplier request is identified.","No award amount is disclosed.","1","2","1","1","0","5","WATCH_ACCOUNT","NO","UNASSIGNED","Monitor the RFA and eventual award; identify the SSCC and consider only a genuinely bounded administrative package after readiness review.","2026-08-15","OS26","https://apps.hhs.texas.gov/procurement-calendar/procurement-forecast.pdf;https://www.dfps.texas.gov/CBC/community-areas/;https://dfps.texas.gov/CBC/expanding-cbc/","2026-07-12","Foster-care placement, child-welfare case decisions, licensed services, 24/7 delivery, and SSCC financial/performance risk are outside Wellridge scope. Direct bid posture is NO-BID."
